Location,Population,date,HighestInfectionCount,PercentPopulationInfected
United States,332915072,12/29/2020,19658424,5.90493662
United Kingdom,68207112,2/12/2021,4017757,5.890525023
United Kingdom,68207112,2/11/2021,4002601,5.868304467
United Kingdom,68207112,2/10/2021,3989093,5.84850008
United States,332915072,12/28/2020,19452516,5.843086612
United Kingdom,68207112,2/9/2021,3976063,5.8293965
United Kingdom,68207112,2/8/2021,3963677,5.811237104
United States,332915072,12/27/2020,19279402,5.791087164
United Kingdom,68207112,2/7/2021,3949562,5.790542781
United Kingdom,68207112,2/6/2021,3933693,5.767276879
United States,332915072,12/26/2020,19143426,5.750243113
United Kingdom,68207112,2/5/2021,3915414,5.740477621
United Kingdom,68207112,2/4/2021,3896269,5.7124087
United States,332915072,12/25/2020,18925952,5.684918945
United Kingdom,68207112,2/3/2021,3875597,5.68210101
United Kingdom,68207112,2/2/2021,3856359,5.65389574
United States,332915072,12/24/2020,18798620,5.646671353
United Kingdom,68207112,2/1/2021,3839472,5.629137325
United Kingdom,68207112,1/31/2021,3820811,5.601778008
United States,332915072,12/23/2020,18585716,5.582719908
United Kingdom,68207112,1/30/2021,3799677,5.57079297
United Kingdom,68207112,1/29/2021,3776362,5.536610317
United States,332915072,12/22/2020,18364228,5.516190027
United Kingdom,68207112,1/28/2021,3747255,5.493935882
United States,332915072,12/21/2020,18158212,5.454307578
United Kingdom,68207112,1/27/2021,3718548,5.451847895
United Kingdom,68207112,1/26/2021,3693227,5.414724201
United States,332915072,12/20/2020,17961592,5.39524747
United Kingdom,68207112,1/25/2021,3673095,5.385208217
United Kingdom,68207112,1/24/2021,3650890,5.352652961
United States,332915072,12/19/2020,17774216,5.338964047
United Kingdom,68207112,1/23/2021,3620865,5.308632625
United States,332915072,12/18/2020,17568364,5.277130859
United Kingdom,68207112,1/22/2021,3587307,5.259432477
United States,332915072,12/17/2020,17320140,5.202570102
United Kingdom,68207112,1/21/2021,3547033,5.200385848
United Kingdom,68207112,1/20/2021,3509128,5.144812465
United States,332915072,12/16/2020,17080000,5.130437591
United Kingdom,68207112,1/19/2021,3470214,5.087759763
United States,332915072,12/15/2020,16845252,5.059924713
United Kingdom,68207112,1/18/2021,3436854,5.038849908
United States,332915072,12/14/2020,16618892,4.991931396
United Kingdom,68207112,1/17/2021,3399312,4.983808727
United States,332915072,12/13/2020,16409179,4.928938453
United Kingdom,68207112,1/16/2021,3360703,4.927203193
United States,332915072,12/12/2020,16217491,4.871359804
United Kingdom,68207112,1/15/2021,3319349,4.866573151
United States,332915072,12/11/2020,15992847,4.803881934
United Kingdom,68207112,1/14/2021,3263571,4.784795756
United States,332915072,12/10/2020,15753795,4.732076234
United Kingdom,68207112,1/13/2021,3214879,4.713407306
United States,332915072,12/9/2020,15516788,4.660884804
United Kingdom,68207112,1/12/2021,3167339,4.643707829
United States,332915072,12/8/2020,15298525,4.595323639
United Kingdom,68207112,1/11/2021,3121787,4.576923005
United States,332915072,12/7/2020,15071930,4.527259733
United Kingdom,68207112,1/10/2021,3075573,4.509167607
United States,332915072,12/6/2020,14876685,4.468612644
United Kingdom,68207112,1/9/2021,3020622,4.428602695
United States,332915072,12/5/2020,14697255,4.414716015
United States,332915072,12/4/2020,14475170,4.348006809
United Kingdom,68207112,1/8/2021,2960671,4.340707168
Mexico,130262224,3/22/2022,5636054,4.326698737
Mexico,130262224,3/23/2022,5636054,4.326698737
Mexico,130262224,3/21/2022,5634829,4.325758326
Mexico,130262224,3/20/2022,5633928,4.325066644
Mexico,130262224,3/19/2022,5629814,4.321908399
Mexico,130262224,3/17/2022,5624954,4.318177463
Mexico,130262224,3/18/2022,5624954,4.318177463
Mexico,130262224,3/16/2022,5613870,4.309668473
Mexico,130262224,3/14/2022,5607845,4.305043187
Mexico,130262224,3/15/2022,5607845,4.305043187
Mexico,130262224,3/13/2022,5606827,4.304261687
Mexico,130262224,3/12/2022,5605636,4.303347377
Mexico,130262224,3/10/2022,5591871,4.292780231
Mexico,130262224,3/11/2022,5591871,4.292780231
Mexico,130262224,3/9/2022,5583993,4.28673243
Mexico,130262224,3/8/2022,5575608,4.280295414
United States,332915072,12/3/2020,14239549,4.277231702
Mexico,130262224,3/7/2022,5566669,4.273433102
Mexico,130262224,3/6/2022,5564985,4.272140325
Mexico,130262224,3/5/2022,5554392,4.264008267
Mexico,130262224,3/4/2022,5544644,4.2565249
Mexico,130262224,3/3/2022,5534086,4.248419711
United Kingdom,68207112,1/7/2021,2892601,4.240908192
Mexico,130262224,3/1/2022,5521744,4.238944976
Mexico,130262224,3/2/2022,5521744,4.238944976
Mexico,130262224,2/28/2022,5508629,4.228876823
Mexico,130262224,2/27/2022,5506105,4.226939193
Mexico,130262224,2/26/2022,5502586,4.224237719
Mexico,130262224,2/25/2022,5489127,4.213905483
United States,332915072,12/2/2020,14019220,4.211049958
Mexico,130262224,2/24/2022,5473489,4.201900468
Mexico,130262224,2/23/2022,5455237,4.187888731
United Kingdom,68207112,1/6/2021,2839956,4.163724158
Mexico,130262224,2/22/2022,5418257,4.159499841
Mexico,130262224,2/20/2022,5413425,4.1557904
Mexico,130262224,2/21/2022,5413425,4.1557904
United States,332915072,12/1/2020,13823591,4.152287524
Mexico,130262224,2/19/2022,5407711,4.151403864
Mexico,130262224,2/17/2022,5366405,4.11969398
Mexico,130262224,2/18/2022,5366405,4.11969398
Mexico,130262224,2/16/2022,5344840,4.103138912
United States,332915072,11/30/2020,13626608,4.093118379
United Kingdom,68207112,1/5/2021,2777606,4.072311404
Mexico,130262224,2/15/2022,5300537,4.069128284
Mexico,130262224,2/14/2022,5292706,4.063116564
Mexico,130262224,2/12/2022,5283852,4.056319505
Mexico,130262224,2/13/2022,5283852,4.056319505
United States,332915072,11/29/2020,13471556,4.046544339
Mexico,130262224,2/11/2022,5226269,4.012114057
United States,332915072,11/28/2020,13331071,4.004345889
Mexico,130262224,2/9/2022,5192008,3.985812495
Mexico,130262224,2/10/2022,5192008,3.985812495
United Kingdom,68207112,1/4/2021,2716662,3.982960017
Mexico,130262224,2/8/2022,5167110,3.966698741
Mexico,130262224,2/7/2022,5160767,3.961829333
Mexico,130262224,2/6/2022,5151525,3.954734413
United States,332915072,11/27/2020,13162847,3.953815284
Mexico,130262224,2/5/2022,5141291,3.946877953
Mexico,130262224,2/4/2022,5106048,3.919822527
United Kingdom,68207112,1/3/2021,2657861,3.896750532
United States,332915072,11/26/2020,12948201,3.889340582
Mexico,130262224,2/3/2022,5027870,3.859806662
United States,332915072,11/25/2020,12830725,3.854053505
Mexico,130262224,2/1/2022,4985689,3.827425056
Mexico,130262224,2/2/2022,4985689,3.827425056
United Kingdom,68207112,1/2/2021,2602850,3.816097653
United States,332915072,11/24/2020,12650428,3.799896449
Mexico,130262224,1/31/2022,4942590,3.794338718
Mexico,130262224,1/30/2022,4930069,3.784726568
Mexico,130262224,1/29/2022,4916143,3.774035825
United States,332915072,11/23/2020,12477030,3.747811694
Mexico,130262224,1/28/2022,4873561,3.741346378
United Kingdom,68207112,1/1/2021,2545102,3.731431995
United States,332915072,11/22/2020,12295865,3.693393912
Mexico,130262224,1/27/2022,4779296,3.668980809
United Kingdom,68207112,12/31/2020,2491790,3.653270058
United States,332915072,11/21/2020,12148826,3.649226791
Mexico,130262224,1/25/2022,4730669,3.631650723
Mexico,130262224,1/26/2022,4730669,3.631650723
Mexico,130262224,1/24/2022,4685767,3.597180254
United States,332915072,11/20/2020,11968649,3.595105781
Mexico,130262224,1/23/2022,4667829,3.583409569
United Kingdom,68207112,12/30/2020,2435886,3.57130793
United States,332915072,11/19/2020,11767125,3.534572625
Mexico,130262224,1/21/2022,4595589,3.527952202
Mexico,130262224,1/22/2022,4595589,3.527952202
United Kingdom,68207112,12/29/2020,2385844,3.497940215
United States,332915072,11/18/2020,11574849,3.476817355
Mexico,130262224,1/19/2022,4495310,3.450969792
Mexico,130262224,1/20/2022,4495310,3.450969792
United States,332915072,11/17/2020,11403061,3.425216206
United Kingdom,68207112,12/28/2020,2332682,3.419998196
United States,332915072,11/16/2020,11238665,3.375835444
Mexico,130262224,1/17/2022,4385415,3.366605348
Mexico,130262224,1/18/2022,4385415,3.366605348
United Kingdom,68207112,12/27/2020,2291281,3.359299247
Mexico,130262224,1/16/2022,4368314,3.353477214
Mexico,130262224,1/15/2022,4349182,3.338789917
United States,332915072,11/15/2020,11085597,3.329857352
United Kingdom,68207112,12/26/2020,2258918,3.311851116
United States,332915072,11/14/2020,10946036,3.28793645
Mexico,130262224,1/13/2022,4257776,3.268619151
Mexico,130262224,1/14/2022,4257776,3.268619151
United Kingdom,68207112,12/25/2020,2224176,3.260915079
United States,332915072,11/13/2020,10780662,3.238261919
Mexico,130262224,1/12/2022,4214253,3.235207315
United Kingdom,68207112,12/24/2020,2191385,3.212839447
Mexico,130262224,1/11/2022,4170066,3.201285739
United States,332915072,11/12/2020,10602027,3.18460409
Mexico,130262224,1/9/2022,4125388,3.16698723
Mexico,130262224,1/10/2022,4125388,3.16698723
Mexico,130262224,1/8/2022,4113789,3.158082884
United Kingdom,68207112,12/23/2020,2152289,3.155519911
United States,332915072,11/11/2020,10442916,3.13681082
Mexico,130262224,1/7/2022,4083118,3.134537301
Mexico,130262224,1/6/2022,4055095,3.11302454
United Kingdom,68207112,12/22/2020,2112999,3.097915948
Mexico,130262224,1/5/2022,4029274,3.093202216
United States,332915072,11/10/2020,10296031,3.092689958
India,1393409024,3/23/2022,43014688,3.087010868
India,1393409024,3/22/2022,43012748,3.086871641
India,1393409024,3/21/2022,43010972,3.086744183
India,1393409024,3/20/2022,43009392,3.086630792
India,1393409024,3/19/2022,43007840,3.086519411
India,1393409024,3/18/2022,43006080,3.086393102
India,1393409024,3/17/2022,43004004,3.086244115
India,1393409024,3/16/2022,43001476,3.086062689
India,1393409024,3/15/2022,42998936,3.085880403
India,1393409024,3/14/2022,42996064,3.085674289
India,1393409024,3/13/2022,42993496,3.085489993
India,1393409024,3/12/2022,42990992,3.08531029
India,1393409024,3/11/2022,42987876,3.085086666
India,1393409024,3/10/2022,42984260,3.084827158
India,1393409024,3/9/2022,42980068,3.084526314
India,1393409024,3/8/2022,42975884,3.084226043
India,1393409024,3/7/2022,42971308,3.08389764
India,1393409024,3/6/2022,42967316,3.083611148
India,1393409024,3/5/2022,42962952,3.083297959
India,1393409024,3/4/2022,42957476,3.082904966
India,1393409024,3/3/2022,42951556,3.082480109
India,1393409024,3/2/2022,42945160,3.082021091
India,1393409024,3/1/2022,42938600,3.081550303
India,1393409024,2/28/2022,42931044,3.081008036
India,1393409024,2/27/2022,42924128,3.080511699
India,1393409024,2/26/2022,42916116,3.079936706
India,1393409024,2/25/2022,42905844,3.079199522
India,1393409024,2/24/2022,42894344,3.078374208
India,1393409024,2/23/2022,42881180,3.077429474
Mexico,130262224,1/4/2022,4008648,3.077368002
India,1393409024,2/22/2022,42867032,3.076414123
India,1393409024,2/21/2022,42851928,3.075330162
India,1393409024,2/20/2022,42838524,3.074368205
India,1393409024,2/19/2022,42822472,3.07321621
India,1393409024,2/18/2022,42802504,3.071783178
India,1393409024,2/17/2022,42780236,3.070185083
India,1393409024,2/16/2022,42754316,3.068324897
India,1393409024,2/15/2022,42723560,3.066117648
Mexico,130262224,1/3/2022,3993464,3.065711514
India,1393409024,2/14/2022,42692944,3.063920447
Mexico,130262224,1/2/2022,3990587,3.063502892
Mexico,130262224,1/1/2022,3988916,3.062220095
India,1393409024,2/13/2022,42665536,3.061953473
India,1393409024,2/12/2022,42631420,3.059505089
India,1393409024,2/11/2022,42586544,3.056284498
Mexico,130262224,12/31/2021,3979723,3.055162792
India,1393409024,2/10/2022,42536136,3.052666896
United States,332915072,11/9/2020,10159676,3.051732065
India,1393409024,2/9/2022,42478060,3.048498988
United Kingdom,68207112,12/21/2020,2076080,3.043788161
India,1393409024,2/8/2022,42410976,3.043684609
Mexico,130262224,12/30/2021,3961662,3.041297683
India,1393409024,2/7/2022,42339612,3.038563069
Mexico,130262224,12/29/2021,3956372,3.037236644
Mexico,130262224,12/28/2021,3951946,3.033838882
India,1393409024,2/6/2022,42272016,3.033711945
Mexico,130262224,12/27/2021,3951003,3.033114957
Mexico,130262224,12/25/2021,3950200,3.032498509
Mexico,130262224,12/26/2021,3950200,3.032498509
Mexico,130262224,12/24/2021,3947284,3.030259947
India,1393409024,2/5/2022,42188136,3.027692176
Mexico,130262224,12/23/2021,3940401,3.02497599
Mexico,130262224,12/22/2021,3937082,3.022428053
Mexico,130262224,12/20/2021,3934102,3.020140359
Mexico,130262224,12/21/2021,3934102,3.020140359
India,1393409024,2/4/2022,42080664,3.019979294
Mexico,130262224,12/19/2021,3932545,3.018945078
Mexico,130262224,12/18/2021,3930015,3.017002842
United States,332915072,11/8/2020,10042511,3.016538404
Mexico,130262224,12/16/2021,3927265,3.014891716
Mexico,130262224,12/17/2021,3927265,3.014891716
Mexico,130262224,12/15/2021,3924638,3.012875014
India,1393409024,2/3/2022,41952712,3.010796635
Mexico,130262224,12/14/2021,3918987,3.008536842
Mexico,130262224,12/13/2021,3918216,3.007944959
Mexico,130262224,12/12/2021,3917361,3.00728859
Mexico,130262224,12/11/2021,3914706,3.005250394
Mexico,130262224,12/9/2021,3911714,3.002953489
Mexico,130262224,12/10/2021,3911714,3.002953489
India,1393409024,2/2/2022,41803320,3.000075303
Mexico,130262224,12/8/2021,3905319,2.998044161
Mexico,130262224,12/6/2021,3902015,2.995507738
Mexico,130262224,12/7/2021,3902015,2.995507738
Mexico,130262224,12/5/2021,3901263,2.994930441
United Kingdom,68207112,12/20/2020,2042678,2.994816728
Mexico,130262224,12/3/2021,3897452,2.992004804
Mexico,130262224,12/4/2021,3897452,2.992004804
India,1393409024,2/1/2022,41630884,2.987700186
Mexico,130262224,12/1/2021,3891218,2.987219073
Mexico,130262224,12/2/2021,3891218,2.987219073
Mexico,130262224,11/29/2021,3884566,2.98211245
Mexico,130262224,11/30/2021,3884566,2.98211245
Mexico,130262224,11/28/2021,3882792,2.980750582
United States,332915072,11/7/2020,9922886,2.980605816
Mexico,130262224,11/26/2021,3879836,2.978481313
Mexico,130262224,11/27/2021,3879836,2.978481313
India,1393409024,1/31/2022,41469500,2.976118231
Mexico,130262224,11/25/2021,3876391,2.975836648
Mexico,130262224,11/24/2021,3867976,2.969376601
Mexico,130262224,11/22/2021,3864278,2.966537712
Mexico,130262224,11/23/2021,3864278,2.966537712
Mexico,130262224,11/21/2021,3862137,2.964894105
India,1393409024,1/30/2022,41302440,2.96412893
Mexico,130262224,11/20/2021,3858831,2.962356147
Mexico,130262224,11/18/2021,3854994,2.95941055
Mexico,130262224,11/19/2021,3854994,2.95941055
Mexico,130262224,11/17/2021,3851079,2.956405074
Mexico,130262224,11/16/2021,3846508,2.952895998
Mexico,130262224,11/15/2021,3845733,2.952301045
Mexico,130262224,11/14/2021,3844791,2.951577888
Mexico,130262224,11/13/2021,3841661,2.949175042
India,1393409024,1/29/2022,41092520,2.94906372
Mexico,130262224,11/11/2021,3838308,2.946601004
Mexico,130262224,11/12/2021,3838308,2.946601004
United States,332915072,11/6/2020,9795334,2.942292141
United Kingdom,68207112,12/19/2020,2006625,2.941958604
Mexico,130262224,11/9/2021,3831259,2.941189612
Mexico,130262224,11/10/2021,3831259,2.941189612
Mexico,130262224,11/7/2021,3826786,2.937755769
Mexico,130262224,11/8/2021,3826786,2.937755769
Mexico,130262224,11/6/2021,3825404,2.936694832
India,1393409024,1/28/2022,40858240,2.932250279
Mexico,130262224,11/5/2021,3818216,2.931176732
Mexico,130262224,11/4/2021,3814453,2.928287943
Mexico,130262224,11/3/2021,3811793,2.926245908
Mexico,130262224,11/2/2021,3808205,2.923491464
Mexico,130262224,10/31/2021,3807211,2.922728388
Mexico,130262224,11/1/2021,3807211,2.922728388
Mexico,130262224,10/30/2021,3805765,2.92161832
Mexico,130262224,10/29/2021,3802287,2.918948321
Mexico,130262224,10/28/2021,3798286,2.915876824
India,1393409024,1/27/2022,40622708,2.915346987
Mexico,130262224,10/27/2021,3788986,2.908737379
Mexico,130262224,10/25/2021,3784448,2.905253637
Mexico,130262224,10/26/2021,3784448,2.905253637
United States,332915072,11/5/2020,9668155,2.904090506
Mexico,130262224,10/23/2021,3781661,2.903114106
Mexico,130262224,10/24/2021,3781661,2.903114106
United Kingdom,68207112,12/18/2020,1979473,2.902150439
Mexico,130262224,10/22/2021,3777209,2.899696385
India,1393409024,1/26/2022,40371500,2.897318684
Mexico,130262224,10/21/2021,3772556,2.896124359
Mexico,130262224,10/20/2021,3767758,2.89244102
Mexico,130262224,10/19/2021,3762689,2.888549638
Mexico,130262224,10/18/2021,3758469,2.885310019
Mexico,130262224,10/17/2021,3757056,2.884225284
Mexico,130262224,10/16/2021,3755063,2.882695293
Mexico,130262224,10/15/2021,3749860,2.878701042
India,1393409024,1/25/2022,40085116,2.876765925
Mexico,130262224,10/14/2021,3744574,2.874643074
Mexico,130262224,10/13/2021,3738749,2.870171325
United States,332915072,11/4/2020,9540341,2.865698132
Mexico,130262224,10/12/2021,3732429,2.865319573
United Kingdom,68207112,12/17/2020,1950858,2.860197335
Mexico,130262224,10/11/2021,3725242,2.85980224
Mexico,130262224,10/10/2021,3723235,2.858261502
India,1393409024,1/24/2022,39799200,2.856246753
Mexico,130262224,10/8/2021,3714392,2.851472887
Mexico,130262224,10/9/2021,3714392,2.851472887
Mexico,130262224,10/7/2021,3707234,2.845977818
India,1393409024,1/23/2022,39543328,2.837883731
United States,332915072,11/3/2020,9440526,2.835716011
Mexico,130262224,10/6/2021,3691924,2.834224602
Mexico,130262224,10/4/2021,3684242,2.828327267
Mexico,130262224,10/5/2021,3684242,2.828327267
Mexico,130262224,10/2/2021,3678980,2.824287723
Mexico,130262224,10/3/2021,3678980,2.824287723
Mexico,130262224,10/1/2021,3671611,2.818630672
India,1393409024,1/22/2022,39237264,2.815918609
Mexico,130262224,9/30/2021,3664223,2.812959036
United Kingdom,68207112,12/16/2020,1915415,2.808233546
Mexico,130262224,9/29/2021,3655395,2.806181937
Mexico,130262224,9/28/2021,3645599,2.798661721
United States,332915072,11/2/2020,9315758,2.798238585
India,1393409024,1/21/2022,38903732,2.791982206
Mexico,130262224,9/27/2021,3635807,2.791144576
Mexico,130262224,9/26/2021,3632800,2.788836156
Mexico,130262224,9/24/2021,3619115,2.778330424
Mexico,130262224,9/25/2021,3619115,2.778330424
United States,332915072,11/1/2020,9234188,2.773736841
United Kingdom,68207112,12/15/2020,1890192,2.771253531
Mexico,130262224,9/23/2021,3608976,2.770546893
India,1393409024,1/20/2022,38566028,2.767746393
Mexico,130262224,9/22/2021,3597168,2.761482101
Mexico,130262224,9/21/2021,3585565,2.752574684
United States,332915072,10/31/2020,9156199,2.750310746
United Kingdom,68207112,12/14/2020,1871653,2.744073081
Mexico,130262224,9/20/2021,3573044,2.742962534
India,1393409024,1/19/2022,38218772,2.742825067
Mexico,130262224,9/19/2021,3569677,2.740377748
Mexico,130262224,9/17/2021,3552983,2.72756206
Mexico,130262224,9/18/2021,3552983,2.72756206
Mexico,130262224,9/16/2021,3549229,2.72468018
United States,332915072,10/30/2020,9068573,2.723989919
India,1393409024,1/18/2022,37901240,2.720036927
Mexico,130262224,9/15/2021,3542189,2.719275697
United Kingdom,68207112,12/13/2020,1851331,2.714278534
Mexico,130262224,9/14/2021,3528972,2.709129241
India,1393409024,1/17/2022,37618272,2.699729322
Mexico,130262224,9/13/2021,3516043,2.699203877
Mexico,130262224,9/12/2021,3511882,2.696009551
United States,332915072,10/29/2020,8968828,2.694028824
Mexico,130262224,9/11/2021,3506743,2.692064432
United Kingdom,68207112,12/12/2020,1832807,2.687120076
India,1393409024,1/16/2022,37380252,2.682647475
Mexico,130262224,9/9/2021,3479999,2.671533537
Mexico,130262224,9/10/2021,3479999,2.671533537
United States,332915072,10/28/2020,8877684,2.666651271
India,1393409024,1/15/2022,37122164,2.664125419
Mexico,130262224,9/8/2021,3465171,2.660150344
United Kingdom,68207112,12/11/2020,1811264,2.655535393
Mexico,130262224,9/7/2021,3449295,2.64796262
India,1393409024,1/14/2022,36850960,2.644662074
United States,332915072,10/27/2020,8791656,2.640810447
Mexico,130262224,9/6/2021,3433511,2.635845523
Mexico,130262224,9/5/2021,3428384,2.631909616
Mexico,130262224,9/4/2021,3420880,2.626148929
India,1393409024,1/13/2022,36582128,2.62536896
United Kingdom,68207112,12/10/2020,1789535,2.623678012
United States,332915072,10/26/2020,8714359,2.617592213
Mexico,130262224,9/3/2021,3405294,2.614183833
India,1393409024,1/12/2022,36317928,2.606408267
Mexico,130262224,9/2/2021,3387885,2.600819252
United States,332915072,10/25/2020,8650172,2.59831192
United Kingdom,68207112,12/9/2020,1768501,2.592839585
India,1393409024,1/11/2022,36070512,2.588652103
Mexico,130262224,9/1/2021,3369747,2.586895031
United States,332915072,10/24/2020,8588881,2.579901519
India,1393409024,1/10/2022,35875792,2.574677742
Mexico,130262224,8/31/2021,3352410,2.573585724
United Kingdom,68207112,12/8/2020,1751896,2.568494617
Mexico,130262224,8/30/2021,3341264,2.565029137
India,1393409024,1/9/2022,35707728,2.562616388
Mexico,130262224,8/29/2021,3335700,2.560757753
United States,332915072,10/23/2020,8510418,2.556333046
Mexico,130262224,8/28/2021,3328863,2.555509109
United Kingdom,68207112,12/7/2020,1739513,2.550339619
India,1393409024,1/8/2022,35528004,2.549718237
Mexico,130262224,8/27/2021,3311317,2.542039356
India,1393409024,1/7/2022,35368372,2.538262017
United States,332915072,10/22/2020,8428833,2.531826796
United Kingdom,68207112,12/6/2020,1724772,2.528727503
India,1393409024,1/6/2022,35226384,2.528072044
Mexico,130262224,8/26/2021,3291761,2.527026561
India,1393409024,1/5/2022,35109288,2.519668482
India,1393409024,1/4/2022,35018360,2.513142903
Mexico,130262224,8/25/2021,3271128,2.511186973
India,1393409024,1/3/2022,34960260,2.508973273
United States,332915072,10/21/2020,8349219,2.507912589
India,1393409024,1/2/2022,34922880,2.506290644
India,1393409024,1/1/2022,34889132,2.50386867
United Kingdom,68207112,12/5/2020,1707433,2.5033064
India,1393409024,12/31/2021,34861580,2.501891361
India,1393409024,12/30/2021,34838804,2.500256809
India,1393409024,12/29/2021,34822040,2.499053716
India,1393409024,12/28/2021,34808888,2.498109844
India,1393409024,12/27/2021,34799692,2.49744988
India,1393409024,12/26/2021,34793332,2.496993446
India,1393409024,12/25/2021,34786800,2.496524667
India,1393409024,12/24/2021,34779816,2.49602345
India,1393409024,12/23/2021,34772624,2.495507306
India,1393409024,12/22/2021,34765976,2.495030203
Mexico,130262224,8/24/2021,3249878,2.494873725
India,1393409024,12/21/2021,34758480,2.494492242
India,1393409024,12/20/2021,34752164,2.494038965
India,1393409024,12/19/2021,34746840,2.49365688
India,1393409024,12/18/2021,34733192,2.492677412
India,1393409024,12/16/2021,34726048,2.492164713
India,1393409024,12/17/2021,34726048,2.492164713
India,1393409024,12/15/2021,34718600,2.491630196
India,1393409024,12/14/2021,34710628,2.491058074
India,1393409024,12/13/2021,34703644,2.490556857
India,1393409024,12/12/2021,34697860,2.49014176
United States,332915072,10/20/2020,8289056,2.489841013
India,1393409024,12/11/2021,34690512,2.489614421
India,1393409024,12/10/2021,34682632,2.489048901
India,1393409024,12/9/2021,34674644,2.488475631
India,1393409024,12/8/2021,34666240,2.487872506
India,1393409024,12/7/2021,34656824,2.487196753
India,1393409024,12/6/2021,34648384,2.486591044
India,1393409024,12/5/2021,34641560,2.48610131
India,1393409024,12/3/2021,34624360,2.484866927
India,1393409024,12/4/2021,34624360,2.484866927
India,1393409024,12/2/2021,34615756,2.484249449
India,1393409024,12/1/2021,34606540,2.483588049
India,1393409024,11/30/2021,34596776,2.482887322
India,1393409024,11/29/2021,34587824,2.482244869
India,1393409024,11/28/2021,34580832,2.481743078
India,1393409024,11/27/2021,34572524,2.481146842
Mexico,130262224,8/23/2021,3231616,2.480854311
India,1393409024,11/26/2021,34563748,2.48051702
United Kingdom,68207112,12/4/2020,1691834,2.480436351
India,1393409024,11/25/2021,34555432,2.47992021
India,1393409024,11/24/2021,34544880,2.479162931
India,1393409024,11/23/2021,34535764,2.478508708
India,1393409024,11/22/2021,34526480,2.477842429
India,1393409024,11/21/2021,34518900,2.477298439
India,1393409024,11/20/2021,34510412,2.476689285
India,1393409024,11/19/2021,34499924,2.475936599
Mexico,130262224,8/22/2021,3225073,2.475831366
India,1393409024,11/18/2021,34489624,2.475197405
India,1393409024,11/17/2021,34478516,2.474400223
India,1393409024,11/16/2021,34466600,2.473545054
India,1393409024,11/15/2021,34456400,2.472813037
India,1393409024,11/14/2021,34447536,2.472176899
India,1393409024,11/13/2021,34437308,2.471442872
United States,332915072,10/19/2020,8226807,2.471142851
India,1393409024,11/12/2021,34426036,2.470633921
Mexico,130262224,8/21/2021,3217415,2.469952455
India,1393409024,11/11/2021,34414184,2.469783345
India,1393409024,11/10/2021,34401672,2.468885403
India,1393409024,11/9/2021,34388580,2.467945837
India,1393409024,11/8/2021,34377112,2.467122819
India,1393409024,11/7/2021,34366988,2.466396256
India,1393409024,11/6/2021,34355508,2.465572377
India,1393409024,11/5/2021,34344684,2.464795577
India,1393409024,11/4/2021,34333752,2.464011027
India,1393409024,11/3/2021,34321024,2.463097584
India,1393409024,11/2/2021,34308140,2.462172945
India,1393409024,11/1/2021,34296236,2.461318637
India,1393409024,10/31/2021,34285816,2.460570831
India,1393409024,10/30/2021,34273300,2.459672602
India,1393409024,10/29/2021,34260472,2.458751982
India,1393409024,10/28/2021,34246156,2.457724574
India,1393409024,10/27/2021,34231808,2.456694869
United Kingdom,68207112,12/3/2020,1675469,2.456443252
India,1393409024,10/26/2021,34215652,2.455535411
India,1393409024,10/25/2021,34202200,2.454570009
Mexico,130262224,8/20/2021,3197108,2.454363131
India,1393409024,10/24/2021,34189776,2.453678382
India,1393409024,10/23/2021,34175468,2.452651548
India,1393409024,10/22/2021,34159560,2.451509888
United States,332915072,10/18/2020,8159315,2.450869812
India,1393409024,10/21/2021,34143236,2.450338372
India,1393409024,10/20/2021,34127448,2.449205324
India,1393409024,10/19/2021,34108996,2.44788109
India,1393409024,10/18/2021,34094372,2.446831577
India,1393409024,10/17/2021,34081316,2.445894595
India,1393409024,10/16/2021,34067720,2.444918858
India,1393409024,10/15/2021,34053572,2.443903507
India,1393409024,10/14/2021,34037592,2.442756679
India,1393409024,10/13/2021,34020728,2.44154641
India,1393409024,10/12/2021,34001744,2.440183996
India,1393409024,10/11/2021,33985920,2.439048364
India,1393409024,10/10/2021,33971608,2.438021242
Mexico,130262224,8/19/2021,3175374,2.437678325
India,1393409024,10/9/2021,33953476,2.436719973
India,1393409024,10/8/2021,33935308,2.435416121
United States,332915072,10/17/2020,8107080,2.435179624
United Kingdom,68207112,12/2/2020,1660556,2.434578963
India,1393409024,10/7/2021,33915568,2.433999451
India,1393409024,10/6/2021,33894312,2.432473984
India,1393409024,10/5/2021,33871880,2.430864119
India,1393409024,10/4/2021,33853048,2.429512614
India,1393409024,10/3/2021,33834704,2.42819613
India,1393409024,10/2/2021,33813904,2.426703388
India,1393409024,10/1/2021,33791060,2.425063956
India,1393409024,9/30/2021,33766708,2.4233163
India,1393409024,9/29/2021,33739980,2.421398126
Mexico,130262224,8/18/2021,3152205,2.419891894
India,1393409024,9/28/2021,33716452,2.419709606
United States,332915072,10/16/2020,8052214,2.418699145
India,1393409024,9/27/2021,33697580,2.418355229
India,1393409024,9/26/2021,33678784,2.417006308
India,1393409024,9/25/2021,33652744,2.41513751
India,1393409024,9/24/2021,33624420,2.413104797
India,1393409024,9/23/2021,33594804,2.410979362
United Kingdom,68207112,12/1/2020,1644359,2.410832172
India,1393409024,9/22/2021,33563420,2.408727044
India,1393409024,9/21/2021,33531498,2.406436116
