Location,Population,date,HighestInfectionCount,PercentPopulationInfected
United Kingdom,68207112,3/23/2022,20578046,30.16994181
United Kingdom,68207112,3/22/2022,20475376,30.01941498
United Kingdom,68207112,3/21/2022,20380278,29.87998964
United Kingdom,68207112,3/18/2022,20154286,29.54865762
United Kingdom,68207112,3/19/2022,20154286,29.54865762
United Kingdom,68207112,3/20/2022,20154286,29.54865762
United Kingdom,68207112,3/17/2022,20061836,29.41311457
United Kingdom,68207112,3/16/2022,19971022,29.2799701
United Kingdom,68207112,3/15/2022,19877446,29.1427762
United Kingdom,68207112,3/14/2022,19757388,28.96675643
United Kingdom,68207112,3/11/2022,19586576,28.71632507
United Kingdom,68207112,3/12/2022,19586576,28.71632507
United Kingdom,68207112,3/13/2022,19586576,28.71632507
United Kingdom,68207112,3/10/2022,19513716,28.60950336
United Kingdom,68207112,3/9/2022,19429316,28.4857626
United Kingdom,68207112,3/8/2022,19360938,28.38551206
United Kingdom,68207112,3/7/2022,19298532,28.2940172
United Kingdom,68207112,3/4/2022,19172096,28.1086465
United Kingdom,68207112,3/5/2022,19172096,28.1086465
United Kingdom,68207112,3/6/2022,19172096,28.1086465
United Kingdom,68207112,3/3/2022,19127288,28.04295247
United Kingdom,68207112,3/2/2022,19081606,27.97597705
United Kingdom,68207112,3/1/2022,19036570,27.90994875
United Kingdom,68207112,2/28/2022,18937084,27.76409006
United Kingdom,68207112,2/25/2022,18854972,27.64370378
United Kingdom,68207112,2/26/2022,18854972,27.64370378
United Kingdom,68207112,2/27/2022,18854972,27.64370378
United Kingdom,68207112,2/24/2022,18823088,27.59695792
United Kingdom,68207112,2/23/2022,18784420,27.54026589
United Kingdom,68207112,2/22/2022,18744580,27.48185556
United Kingdom,68207112,2/21/2022,18703228,27.42122845
United Kingdom,68207112,2/20/2022,18664704,27.36474754
United Kingdom,68207112,2/19/2022,18633694,27.31928307
United Kingdom,68207112,2/18/2022,18594476,27.26178467
United Kingdom,68207112,2/17/2022,18546996,27.19217316
United Kingdom,68207112,2/16/2022,18495270,27.11633649
United Kingdom,68207112,2/15/2022,18441180,27.03703391
United Kingdom,68207112,2/14/2022,18394996,26.9693225
United Kingdom,68207112,2/13/2022,18353596,26.90862501
United Kingdom,68207112,2/12/2022,18312412,26.84824421
United Kingdom,68207112,2/11/2022,18266540,26.78099023
United Kingdom,68207112,2/10/2022,18207850,26.69494348
United Kingdom,68207112,2/9/2022,18045384,26.45674838
United Kingdom,68207112,2/8/2022,17977600,26.35736872
United Kingdom,68207112,2/7/2022,17911092,26.25985982
United Kingdom,68207112,2/6/2022,17847466,26.16657629
United Kingdom,68207112,2/5/2022,17793844,26.08795986
United Kingdom,68207112,2/4/2022,17733356,25.99927703
United Kingdom,68207112,2/3/2022,17650868,25.87833949
United Kingdom,68207112,2/2/2022,17557728,25.74178482
United Kingdom,68207112,2/1/2022,17470396,25.61374538
United Kingdom,68207112,1/31/2022,17357576,25.44833741
United Kingdom,68207112,1/30/2022,16509893,24.20553006
United Kingdom,68207112,1/29/2022,16447073,24.11342823
United Kingdom,68207112,1/28/2022,16374516,24.00705076
United States,332915072,3/23/2022,79844432,23.98342362
United States,332915072,3/22/2022,79803440,23.97111057
United States,332915072,3/21/2022,79780432,23.96419949
United States,332915072,3/20/2022,79734784,23.95048789
United States,332915072,3/19/2022,79728168,23.9485006
United States,332915072,3/18/2022,79717248,23.94522048
United States,332915072,3/17/2022,79683736,23.93515425
United States,332915072,3/16/2022,79630856,23.91927032
United States,332915072,3/15/2022,79585840,23.90574855
United States,332915072,3/14/2022,79560288,23.89807332
United States,332915072,3/13/2022,79525544,23.88763702
United States,332915072,3/12/2022,79514720,23.88438575
United States,332915072,3/11/2022,79504256,23.8812426
United Kingdom,68207112,1/27/2022,16285582,23.8766626
United States,332915072,3/10/2022,79454544,23.86631026
United States,332915072,3/9/2022,79408064,23.85234875
United States,332915072,3/8/2022,79370696,23.84112426
United States,332915072,3/7/2022,79340928,23.83218264
United States,332915072,3/6/2022,79277512,23.81313394
United States,332915072,3/5/2022,79266472,23.80981778
United States,332915072,3/4/2022,79251520,23.80532654
United States,332915072,3/3/2022,79200232,23.78992081
United States,332915072,3/2/2022,79151576,23.77530567
United States,332915072,3/1/2022,79098152,23.75925834
United States,332915072,2/28/2022,79051480,23.74523915
United Kingdom,68207112,1/26/2022,16188963,23.73500728
United States,332915072,2/27/2022,78952680,23.71556191
United States,332915072,2/26/2022,78934392,23.71006861
United States,332915072,2/25/2022,78886928,23.69581153
United States,332915072,2/24/2022,78812368,23.67341542
United States,332915072,2/23/2022,78745304,23.65327095
United States,332915072,2/22/2022,78660208,23.62771007
United States,332915072,2/21/2022,78570832,23.60086359
United Kingdom,68207112,1/25/2022,16086869,23.58532494
United States,332915072,2/20/2022,78488048,23.57599718
United States,332915072,2/19/2022,78464984,23.56906929
United States,332915072,2/18/2022,78433456,23.55959901
United States,332915072,2/17/2022,78288216,23.51597227
United States,332915072,2/16/2022,78186384,23.48538428
United States,332915072,2/15/2022,78071488,23.45087218
United Kingdom,68207112,1/24/2022,15992512,23.446986
United States,332915072,2/14/2022,77960248,23.41745825
United States,332915072,2/13/2022,77790368,23.36643022
United States,332915072,2/12/2022,77731984,23.34889302
United States,332915072,2/11/2022,77679888,23.33324458
United Kingdom,68207112,1/23/2022,15897876,23.308238
United States,332915072,2/10/2022,77470400,23.27031922
United States,332915072,2/9/2022,77298952,23.2188202
United Kingdom,68207112,1/22/2022,15822748,23.19809113
United States,332915072,2/8/2022,77110360,23.16217152
United States,332915072,2/7/2022,76895912,23.0977563
United Kingdom,68207112,1/21/2022,15747013,23.08705432
United States,332915072,2/6/2022,76550120,22.99388836
United States,332915072,2/5/2022,76466512,22.96877445
United Kingdom,68207112,1/20/2022,15650888,22.94612327
United States,332915072,2/4/2022,76379696,22.94269693
United States,332915072,2/3/2022,76024368,22.8359646
United Kingdom,68207112,1/19/2022,15543986,22.78939182
United States,332915072,2/2/2022,75749288,22.75333692
United States,332915072,2/1/2022,75419880,22.65439037
United Kingdom,68207112,1/18/2022,15436147,22.6312866
United States,332915072,1/31/2022,75093928,22.55648191
United Kingdom,68207112,1/17/2022,15341989,22.49323941
United States,332915072,1/30/2022,74553064,22.39401886
United Kingdom,68207112,1/16/2022,15253559,22.36359018
United States,332915072,1/29/2022,74354832,22.33447454
United States,332915072,1/28/2022,74175400,22.28057731
United Kingdom,68207112,1/15/2022,15183052,22.26021826
United Kingdom,68207112,1/14/2022,15101950,22.14131277
United States,332915072,1/27/2022,73560936,22.09600652
United Kingdom,68207112,1/13/2022,15002941,21.99615342
United States,332915072,1/26/2022,73054672,21.9439365
United Kingdom,68207112,1/12/2022,14896846,21.84060513
United States,332915072,1/25/2022,72430480,21.75644364
United Kingdom,68207112,1/11/2022,14766757,21.64987868
United States,332915072,1/24/2022,71936272,21.60799497
United Kingdom,68207112,1/10/2022,14650923,21.48005182
United States,332915072,1/23/2022,71016672,21.33176836
United Kingdom,68207112,1/9/2022,14508222,21.27083463
United States,332915072,1/22/2022,70651392,21.22204668
United States,332915072,1/21/2022,70347496,21.13076334
United Kingdom,68207112,1/8/2022,14366257,21.06269651
United States,332915072,1/20/2022,69506336,20.8780983
United Kingdom,68207112,1/7/2022,14224902,20.85545273
United States,332915072,1/19/2022,68773616,20.65800614
United Kingdom,68207112,1/6/2022,14045858,20.59295224
United States,332915072,1/18/2022,67865488,20.38522545
United Kingdom,68207112,1/5/2022,13865342,20.32829362
United States,332915072,1/17/2022,66736192,20.04601101
United Kingdom,68207112,1/4/2022,13670848,20.04314154
United States,332915072,1/16/2022,66063476,19.84394266
United Kingdom,68207112,1/3/2022,13451558,19.72163548
United States,332915072,1/15/2022,65583536,19.69977977
United States,332915072,1/14/2022,65174192,19.57682228
United Kingdom,68207112,1/2/2022,13263481,19.44589151
United States,332915072,1/13/2022,64294416,19.31255789
United Kingdom,68207112,1/1/2022,13127967,19.24721135
United States,332915072,1/12/2022,63432704,19.0537195
United Kingdom,68207112,12/31/2021,12964690,19.00782722
United States,332915072,1/11/2022,62583892,18.79875598
United Kingdom,68207112,12/30/2021,12774047,18.72832118
United States,332915072,1/10/2022,61797508,18.56254438
United Kingdom,68207112,12/29/2021,12584985,18.45113307
United Kingdom,68207112,12/28/2021,12402073,18.18296162
United States,332915072,1/9/2022,60415388,18.14738745
United States,332915072,1/8/2022,59930216,18.00165299
United Kingdom,68207112,12/27/2021,12263927,17.98042263
United States,332915072,1/7/2022,59532384,17.88215344
United Kingdom,68207112,12/26/2021,12156156,17.82241711
United Kingdom,68207112,12/25/2021,12036790,17.6474119
United States,332915072,1/6/2022,58662668,17.62091084
United Kingdom,68207112,12/24/2021,11914529,17.46816226
United States,332915072,1/5/2022,57827920,17.37017181
United Kingdom,68207112,12/23/2021,11792793,17.28968234
United States,332915072,1/4/2022,57165372,17.17115769
United Kingdom,68207112,12/22/2021,11670050,17.10972604
United Kingdom,68207112,12/21/2021,11564446,16.95489761
United States,332915072,1/3/2022,56353540,16.92730211
United Kingdom,68207112,12/20/2021,11475197,16.82404762
United Kingdom,68207112,12/19/2021,11383275,16.68927868
United States,332915072,1/2/2022,55309584,16.61372183
United Kingdom,68207112,12/18/2021,11301092,16.56878831
United States,332915072,1/1/2022,55023936,16.52791977
United States,332915072,12/31/2021,54834940,16.47114974
United Kingdom,68207112,12/17/2021,11211811,16.4378914
United States,332915072,12/30/2021,54321016,16.31677883
United Kingdom,68207112,12/16/2021,11119069,16.30192025
United Kingdom,68207112,12/15/2021,11031303,16.17324451
United States,332915072,12/29/2021,53730416,16.13937623
United Kingdom,68207112,12/14/2021,10953388,16.05901156
United States,332915072,12/28/2021,53228464,15.98860144
United Kingdom,68207112,12/13/2021,10894149,15.97215991
United Kingdom,68207112,12/12/2021,10840038,15.89282654
United States,332915072,12/27/2021,52866680,15.87992988
United Kingdom,68207112,12/11/2021,10791770,15.82205973
United Kingdom,68207112,12/10/2021,10739324,15.74516745
United States,332915072,12/26/2021,52366436,15.72966814
United States,332915072,12/25/2021,52188124,15.67610733
United Kingdom,68207112,12/9/2021,10680896,15.65950483
United States,332915072,12/24/2021,52101376,15.65005023
United Kingdom,68207112,12/8/2021,10630676,15.58587615
United States,332915072,12/23/2021,51852640,15.57533568
United Kingdom,68207112,12/7/2021,10579815,15.51130768
United States,332915072,12/22/2021,51582892,15.49430961
United Kingdom,68207112,12/6/2021,10534582,15.44499055
United States,332915072,12/21/2021,51339180,15.42110415
United Kingdom,68207112,12/5/2021,10483560,15.37018603
United States,332915072,12/20/2021,51159740,15.36720452
United Kingdom,68207112,12/4/2021,10440008,15.30633345
United States,332915072,12/19/2021,50920032,15.29520177
United States,332915072,12/18/2021,50830672,15.26836009
United Kingdom,68207112,12/3/2021,10398307,15.24519467
United States,332915072,12/17/2021,50750904,15.24439963
United States,332915072,12/16/2021,50558196,15.1865146
United Kingdom,68207112,12/2/2021,10347474,15.17066725
United States,332915072,12/15/2021,50416384,15.14391755
United States,332915072,12/14/2021,50272728,15.1007666
United Kingdom,68207112,12/1/2021,10294188,15.09254343
United States,332915072,12/13/2021,50157584,15.06618
United Kingdom,68207112,11/30/2021,10246652,15.02284982
United States,332915072,12/12/2021,49972504,15.01058624
United States,332915072,12/11/2021,49920168,14.99486572
United States,332915072,12/10/2021,49863336,14.9777947
United Kingdom,68207112,11/29/2021,10206732,14.9643222
United States,332915072,12/9/2021,49705172,14.93028588
United Kingdom,68207112,11/28/2021,10164408,14.90227002
United States,332915072,12/8/2021,49580624,14.89287454
United Kingdom,68207112,11/27/2021,10127732,14.8484985
United States,332915072,12/7/2021,49430632,14.84782041
United States,332915072,12/6/2021,49317272,14.81376968
United Kingdom,68207112,11/26/2021,10087958,14.79018493
United States,332915072,12/5/2021,49140032,14.76053088
United States,332915072,12/4/2021,49084796,14.74393926
United States,332915072,12/3/2021,49018168,14.72392575
United Kingdom,68207112,11/25/2021,10038317,14.71740513
United States,332915072,12/2/2021,48859480,14.67625954
United Kingdom,68207112,11/24/2021,9991482,14.64873927
United States,332915072,12/1/2021,48720568,14.63453358
United States,332915072,11/30/2021,48583376,14.59332427
United Kingdom,68207112,11/23/2021,9948694,14.58600681
United States,332915072,11/29/2021,48466120,14.55810328
United Kingdom,68207112,11/22/2021,9906017,14.52343709
United States,332915072,11/28/2021,48280524,14.50235452
United States,332915072,11/27/2021,48237320,14.48937704
United States,332915072,11/26/2021,48210624,14.48135818
United States,332915072,11/25/2021,48157404,14.46537212
United Kingdom,68207112,11/21/2021,9861426,14.45806121
United States,332915072,11/24/2021,48117552,14.4534015
United States,332915072,11/23/2021,48006152,14.41993951
United Kingdom,68207112,11/20/2021,9821723,14.39985173
United States,332915072,11/22/2021,47914676,14.39246223
United States,332915072,11/21/2021,47770508,14.34915749
United Kingdom,68207112,11/19/2021,9781670,14.34112912
United States,332915072,11/20/2021,47730696,14.33719889
United States,332915072,11/19/2021,47685060,14.32349089
United States,332915072,11/18/2021,47558216,14.28538988
United Kingdom,68207112,11/18/2021,9737304,14.27608312
United States,332915072,11/17/2021,47448212,14.25234722
United States,332915072,11/16/2021,47335396,14.2184599
United Kingdom,68207112,11/17/2021,9690270,14.2071255
United States,332915072,11/15/2021,47247984,14.19220335
United States,332915072,11/14/2021,47114532,14.15211745
United Kingdom,68207112,11/16/2021,9652234,14.15136005
United States,332915072,11/13/2021,47082604,14.14252702
United States,332915072,11/12/2021,47038364,14.12923834
United Kingdom,68207112,11/15/2021,9615273,14.09717069
United States,332915072,11/11/2021,46894960,14.08616309
United States,332915072,11/10/2021,46837096,14.06878208
United States,332915072,11/9/2021,46742008,14.04021984
United Kingdom,68207112,11/14/2021,9575880,14.03941571
United States,332915072,11/8/2021,46663512,14.01664146
United Kingdom,68207112,11/13/2021,9539554,13.98615734
United States,332915072,11/7/2021,46553392,13.98356395
United States,332915072,11/6/2021,46516532,13.97249206
United States,332915072,11/5/2021,46481268,13.96189957
United States,332915072,11/4/2021,46384440,13.93281467
United Kingdom,68207112,11/12/2021,9501699,13.93065726
United States,332915072,11/3/2021,46302968,13.90834237
United States,332915072,11/2/2021,46217328,13.88261809
United Kingdom,68207112,11/11/2021,9462641,13.87339344
United States,332915072,11/1/2021,46148584,13.86196898
United States,332915072,10/31/2021,46035832,13.82810088
United States,332915072,10/30/2021,46003368,13.81834944
United Kingdom,68207112,11/10/2021,9420117,13.81104803
United States,332915072,10/29/2021,45968864,13.80798524
United States,332915072,10/28/2021,45873760,13.77941819
United States,332915072,10/27/2021,45798532,13.75682144
United Kingdom,68207112,11/9/2021,9380656,13.75319336
United States,332915072,10/26/2021,45696004,13.7260244
United States,332915072,10/25/2021,45629256,13.70597484
United Kingdom,68207112,11/8/2021,9347778,13.70499018
United States,332915072,10/24/2021,45517180,13.6723098
United States,332915072,10/23/2021,45498028,13.66655698
United Kingdom,68207112,11/7/2021,9315694,13.65795109
United States,332915072,10/22/2021,45465408,13.65675868
United States,332915072,10/21/2021,45369360,13.62790808
United Kingdom,68207112,11/6/2021,9285759,13.61406271
United States,332915072,10/20/2021,45291332,13.60447027
United States,332915072,10/19/2021,45199688,13.57694253
United Kingdom,68207112,11/5/2021,9255493,13.56968904
United States,332915072,10/18/2021,45117640,13.55229721
United States,332915072,10/17/2021,45019232,13.52273771
United Kingdom,68207112,11/4/2021,9221701,13.52014582
United States,332915072,10/16/2021,44987568,13.51322658
United States,332915072,10/15/2021,44947488,13.50118747
United States,332915072,10/14/2021,44837980,13.4682938
United Kingdom,68207112,11/3/2021,9185060,13.46642561
United States,332915072,10/13/2021,44750980,13.44216101
United States,332915072,10/12/2021,44642496,13.40957492
United Kingdom,68207112,11/2/2021,9144185,13.40649784
United States,332915072,10/11/2021,44531836,13.37633521
United Kingdom,68207112,11/1/2021,9110545,13.35717747
United States,332915072,10/10/2021,44436264,13.34762759
United States,332915072,10/9/2021,44396552,13.33569902
United States,332915072,10/8/2021,44357452,13.32395428
United Kingdom,68207112,10/31/2021,9070790,13.29889176
United States,332915072,10/7/2021,44225888,13.2844355
United States,332915072,10/6/2021,44124352,13.25393643
United Kingdom,68207112,10/30/2021,9033037,13.24354123
United States,332915072,10/5/2021,44012076,13.22021131
United States,332915072,10/4/2021,43916804,13.1915938
United Kingdom,68207112,10/29/2021,8992231,13.18371462
United States,332915072,10/3/2021,43774468,13.14883935
United States,332915072,10/2/2021,43729704,13.13539328
United States,332915072,10/1/2021,43681056,13.12078055
United Kingdom,68207112,10/28/2021,8949072,13.12043823
United States,332915072,9/30/2021,43526292,13.07429301
United Kingdom,68207112,10/27/2021,8909998,13.06315095
United States,332915072,9/29/2021,43415796,13.04110257
United States,332915072,9/28/2021,43294352,13.00462359
United Kingdom,68207112,10/26/2021,8866018,12.99867087
United States,332915072,9/27/2021,43181544,12.97073868
United Kingdom,68207112,10/25/2021,8822487,12.93484908
United States,332915072,9/26/2021,43026264,12.92409615
United States,332915072,9/25/2021,42971888,12.90776285
United States,332915072,9/24/2021,42911036,12.88948432
United Kingdom,68207112,10/24/2021,8786322,12.88182675
United States,332915072,9/23/2021,42736276,12.83699045
United Kingdom,68207112,10/23/2021,8747533,12.82495732
United States,332915072,9/22/2021,42607120,12.79819497
United Kingdom,68207112,10/22/2021,8702489,12.75891728
United States,332915072,9/21/2021,42475760,12.75873746
United States,332915072,9/20/2021,42354040,12.72217558
United Kingdom,68207112,10/21/2021,8653686,12.68736609
United States,332915072,9/19/2021,42182660,12.67069699
United States,332915072,9/18/2021,42137812,12.65722568
United States,332915072,9/17/2021,42062556,12.63462052
United Kingdom,68207112,10/20/2021,8602147,12.61180359
United States,332915072,9/16/2021,41851696,12.57128304
United Kingdom,68207112,10/19/2021,8553536,12.5405339
United States,332915072,9/15/2021,41692840,12.52356637
United Kingdom,68207112,10/18/2021,8510159,12.47693789
United States,332915072,9/14/2021,41519232,12.47141854
United States,332915072,9/13/2021,41374400,12.42791435
United Kingdom,68207112,10/17/2021,8461409,12.4054644
United States,332915072,9/12/2021,41163816,12.36465978
United States,332915072,9/11/2021,41115440,12.35012874
United Kingdom,68207112,10/16/2021,8416659,12.33985541
United States,332915072,9/10/2021,41026028,12.32327144
United Kingdom,68207112,10/15/2021,8373788,12.27700126
United States,332915072,9/9/2021,40783880,12.25053578
United Kingdom,68207112,10/14/2021,8329524,12.2121048
United States,332915072,9/8/2021,40617476,12.20055186
United States,332915072,9/7/2021,40440540,12.14740437
United Kingdom,68207112,10/13/2021,8284905,12.14668787
United Kingdom,68207112,10/12/2021,8243403,12.08584084
United States,332915072,9/6/2021,40231736,12.08468447
United States,332915072,9/5/2021,40138132,12.05656799
United States,332915072,9/4/2021,40074616,12.03748925
United Kingdom,68207112,10/11/2021,8205693,12.03055335
United States,332915072,9/3/2021,39988416,12.01159676
United Kingdom,68207112,10/10/2021,8166194,11.97264297
United States,332915072,9/2/2021,39753008,11.94088563
United Kingdom,68207112,10/9/2021,8132563,11.9233358
United States,332915072,9/1/2021,39573792,11.88705328
United Kingdom,68207112,10/8/2021,8093112,11.86549579
United States,332915072,8/31/2021,39383352,11.82984951
United Kingdom,68207112,10/7/2021,8058176,11.81427532
United States,332915072,8/30/2021,39203352,11.77578166
United Kingdom,68207112,10/6/2021,8018419,11.75598668
United States,332915072,8/29/2021,38974524,11.70704702
United Kingdom,68207112,10/5/2021,7979706,11.69922867
United States,332915072,8/28/2021,38922488,11.6914166
United States,332915072,8/27/2021,38843408,11.6676628
United Kingdom,68207112,10/4/2021,7946633,11.65073959
United Kingdom,68207112,10/3/2021,7912362,11.6004941
United States,332915072,8/26/2021,38604808,11.59599287
United Kingdom,68207112,10/2/2021,7882681,11.55697811
United States,332915072,8/25/2021,38420972,11.54077278
United Kingdom,68207112,10/1/2021,7853266,11.5138521
United States,332915072,8/24/2021,38242000,11.48701372
United Kingdom,68207112,9/30/2021,7818640,11.46308614
United States,332915072,8/23/2021,38087504,11.44060669
United Kingdom,68207112,9/29/2021,7782870,11.41064293
United States,332915072,8/22/2021,37879552,11.37814271
United States,332915072,8/21/2021,37835336,11.36486125
United Kingdom,68207112,9/28/2021,7747781,11.35919814
United States,332915072,8/20/2021,37743052,11.33714126
United Kingdom,68207112,9/27/2021,7713228,11.3085392
United States,332915072,8/19/2021,37503896,11.26530432
United Kingdom,68207112,9/26/2021,7675722,11.2535508
United States,332915072,8/18/2021,37348720,11.21869304
United Kingdom,68207112,9/25/2021,7642698,11.20513356
United States,332915072,8/17/2021,37181108,11.16834626
United Kingdom,68207112,9/24/2021,7612915,11.16146803
United States,332915072,8/16/2021,37030504,11.1231083
United Kingdom,68207112,9/23/2021,7577261,11.10919489
United States,332915072,8/15/2021,36836332,11.06478351
United Kingdom,68207112,9/22/2021,7541469,11.05671942
United States,332915072,8/14/2021,36789516,11.05072107
United States,332915072,8/13/2021,36716400,11.02875871
United Kingdom,68207112,9/21/2021,7507877,11.00746943
United Kingdom,68207112,9/20/2021,7476763,10.96185248
United States,332915072,8/12/2021,36489576,10.96062602
United States,332915072,8/11/2021,36345532,10.91735853
United Kingdom,68207112,9/19/2021,7441034,10.90946938
United States,332915072,8/10/2021,36191056,10.8709575
United Kingdom,68207112,9/18/2021,7412008,10.8669137
United States,332915072,8/9/2021,36073264,10.83557551
United Kingdom,68207112,9/17/2021,7382527,10.82369094
United States,332915072,8/8/2021,35913584,10.78761132
United States,332915072,8/7/2021,35878720,10.77713898
United Kingdom,68207112,9/16/2021,7350203,10.77629998
United States,332915072,8/6/2021,35815656,10.75819601
United Kingdom,68207112,9/15/2021,7323854,10.73766912
United Kingdom,68207112,9/14/2021,7293942,10.69381445
United States,332915072,8/5/2021,35563760,10.68253227
United Kingdom,68207112,9/13/2021,7267665,10.65528914
United States,332915072,8/4/2021,35454072,10.64958453
United States,332915072,8/3/2021,35351660,10.61882233
United Kingdom,68207112,9/12/2021,7237345,10.6108363
United States,332915072,8/2/2021,35253864,10.58944667
United Kingdom,68207112,9/11/2021,7208693,10.56882895
United States,332915072,8/1/2021,35145620,10.55693267
United States,332915072,7/31/2021,35101040,10.54354187
United States,332915072,7/30/2021,35057104,10.53034451
United Kingdom,68207112,9/10/2021,7179793,10.526458
United States,332915072,7/29/2021,34865648,10.47283555
United Kingdom,68207112,9/9/2021,7143019,10.4725428
United States,332915072,7/28/2021,34793096,10.4510426
United States,332915072,7/27/2021,34719516,10.42894087
United Kingdom,68207112,9/8/2021,7105508,10.41754707
United States,332915072,7/26/2021,34654536,10.40942238
United States,332915072,7/25/2021,34575188,10.38558807
United States,332915072,7/24/2021,34547232,10.37719073
United States,332915072,7/23/2021,34518464,10.36854949
United Kingdom,68207112,9/7/2021,7066978,10.36105736
United States,332915072,7/22/2021,34397664,10.33226396
United States,332915072,7/21/2021,34341144,10.31528666
United Kingdom,68207112,9/6/2021,7029747,10.30647215
United States,332915072,7/20/2021,34293420,10.30095147
United States,332915072,7/19/2021,34253672,10.28901209
United States,332915072,7/18/2021,34204860,10.27435009
United States,332915072,7/17/2021,34184536,10.26824523
United States,332915072,7/16/2021,34170416,10.26400391
United Kingdom,68207112,9/5/2021,6988907,10.24659569
United States,332915072,7/15/2021,34092312,10.24054327
United States,332915072,7/14/2021,34060336,10.23093842
United States,332915072,7/13/2021,34029216,10.22159069
United States,332915072,7/12/2021,34002672,10.21361748
United States,332915072,7/11/2021,33973284,10.20479001
United States,332915072,7/10/2021,33961532,10.20125998
United States,332915072,7/9/2021,33951396,10.19821536
United Kingdom,68207112,9/4/2021,6952350,10.19299864
United States,332915072,7/8/2021,33903812,10.18392222
United States,332915072,7/7/2021,33882936,10.17765155
United States,332915072,7/6/2021,33862760,10.17159115
United States,332915072,7/5/2021,33840500,10.16490476
United States,332915072,7/4/2021,33831592,10.162229
United States,332915072,7/3/2021,33827316,10.16094459
United States,332915072,7/2/2021,33821900,10.15931775
United States,332915072,7/1/2021,33792136,10.15037733
United States,332915072,6/30/2021,33777016,10.14583563
United States,332915072,6/29/2021,33761648,10.14121944
United Kingdom,68207112,9/3/2021,6915660,10.1392066
United States,332915072,6/28/2021,33754184,10.13897743
United States,332915072,6/27/2021,33740572,10.1348887
United States,332915072,6/26/2021,33735952,10.13350095
United States,332915072,6/25/2021,33726572,10.13068342
United States,332915072,6/24/2021,33701968,10.12329295
United States,332915072,6/23/2021,33687500,10.11894709
United States,332915072,6/22/2021,33674832,10.11514192
United States,332915072,6/21/2021,33664024,10.11189544
United States,332915072,6/20/2021,33653496,10.10873308
United States,332915072,6/19/2021,33648572,10.10725402
United States,332915072,6/18/2021,33639512,10.10453261
United States,332915072,6/17/2021,33618324,10.09816822
United States,332915072,6/16/2021,33606560,10.09463459
United States,332915072,6/15/2021,33594660,10.0910601
United States,332915072,6/14/2021,33583920,10.08783405
United States,332915072,6/13/2021,33572156,10.08430042
United States,332915072,6/12/2021,33566888,10.08271803
United States,332915072,6/11/2021,33557696,10.07995697
United Kingdom,68207112,9/2/2021,6873551,10.07746963
United States,332915072,6/10/2021,33532548,10.07240309
United States,332915072,6/9/2021,33517750,10.06795811
United States,332915072,6/8/2021,33499192,10.06238372
United States,332915072,6/7/2021,33486160,10.05846921
United States,332915072,6/6/2021,33472114,10.05425011
United States,332915072,6/5/2021,33466092,10.05244124
United States,332915072,6/4/2021,33450480,10.04775176
United States,332915072,6/3/2021,33432590,10.04237802
United States,332915072,6/2/2021,33414194,10.03685228
United States,332915072,6/1/2021,33397452,10.03182337
United States,332915072,5/31/2021,33376664,10.02557914
United States,332915072,5/30/2021,33370400,10.02369758
United Kingdom,68207112,9/1/2021,6835680,10.0219461
United States,332915072,5/29/2021,33363032,10.0214844
United States,332915072,5/28/2021,33349696,10.01747857
United States,332915072,5/27/2021,33327450,10.01079639
United States,332915072,5/26/2021,33300616,10.00273607
United States,332915072,5/25/2021,33275994,9.995340193
United States,332915072,5/24/2021,33251392,9.98795032
United States,332915072,5/23/2021,33229568,9.981394895
United States,332915072,5/22/2021,33215786,9.9772551
United States,332915072,5/21/2021,33194532,9.970870889
United Kingdom,68207112,8/31/2021,6800151,9.969856223
United States,332915072,5/20/2021,33165704,9.962211624
United States,332915072,5/19/2021,33135480,9.953133032
United States,332915072,5/18/2021,33105828,9.944226256
United States,332915072,5/17/2021,33076926,9.935544763
United States,332915072,5/16/2021,33051750,9.927982474
United Kingdom,68207112,8/30/2021,6768196,9.923006269
United States,332915072,5/15/2021,33034042,9.922663399
United States,332915072,5/14/2021,33003248,9.913413593
United States,332915072,5/13/2021,32961020,9.900729277
United States,332915072,5/12/2021,32922262,9.889087268
United Kingdom,68207112,8/29/2021,6741932,9.884500021
United States,332915072,5/11/2021,32886116,9.878229845
United States,332915072,5/10/2021,32850624,9.867568868
United States,332915072,5/9/2021,32818328,9.857867895
United States,332915072,5/8/2021,32795460,9.850998876
United States,332915072,5/7/2021,32759744,9.840270614
United Kingdom,68207112,8/28/2021,6708969,9.836172216
United States,332915072,5/6/2021,32711306,9.825720957
United States,332915072,5/5/2021,32665108,9.811844145
United States,332915072,5/4/2021,32619032,9.798003979
United Kingdom,68207112,8/27/2021,6676835,9.789059827
United States,332915072,5/3/2021,32576158,9.785125619
United States,332915072,5/2/2021,32531632,9.771751037
United States,332915072,5/1/2021,32501062,9.762568515
United States,332915072,4/30/2021,32452188,9.747887894
United Kingdom,68207112,8/26/2021,6639111,9.733751812
United States,332915072,4/29/2021,32394076,9.730432391
United States,332915072,4/28/2021,32335278,9.712770829
United States,332915072,4/27/2021,32280080,9.696190625
United States,332915072,4/26/2021,32227756,9.680473704
United Kingdom,68207112,8/25/2021,6601109,9.678036214
United States,332915072,4/25/2021,32185542,9.667793593
United States,332915072,4/24/2021,32150844,9.657371115
United States,332915072,4/23/2021,32095804,9.64083837
United Kingdom,68207112,8/24/2021,6565528,9.6258701
